9,120,-9.0400,3
9,18,-9.1700,3
9,130,0.0000,2
9,82,-9.7400,2
9,113,-8.8800,3
9,3,-9.6500,3
9,97,-9.2500,3
9,7,0.0000,3
9,4,-7.2600,3
9,80,-9.7800,3
9,131,7.3800,2
9,5,7.8300,3
9,1,-4.4500,3
9,73,-5.7900,2
9,15,-7.9900,3
9,58,0.0000,2
9,9,9.9000,3
9,103,-8.5600,3
9,14,4.8600,3
9,78,-8.4300,3
9,63,-4.6500,3
9,61,5.0600,3
9,47,8.4300,3
9,39,-2.7800,3
9,43,2.7400,3
9,10,-5.2600,3
9,20,-6.3600,3
9,25,-6.4400,2
9,46,-6.8100,3
9,99,2.6600,3
9,22,-5.1000,3
9,104,1.2400,3
9,95,0.6700,2
9,45,0.9100,3
9,26,1.8500,2
9,36,-4.8200,3
9,76,0.0000,2
9,34,0.3900,3
9,13,2.8700,2
9,83,4.8600,3
9,114,5.1000,2
9,60,0.0000,2
9,90,0.0000,3
9,128,1.8900,3
9,100,0.0000,3
9,126,0.0000,3
9,73,0.0000,3
9,50,-1.8500,2
9,112,4.4100,3
9,27,8.9600,2
9,30,0.0000,2
9,98,0.0000,2
9,77,6.1600,3
9,37,0.0000,3
9,96,-5.4700,2
9,51,0.0000,3
9,16,0.0000,3
9,107,0.0000,3
9,44,0.8700,3
9,79,0.0000,2
9,62,-0.5500,2
9,109,2.5400,3
9,41,-9.0400,2
9,6,-8.1900,3
9,56,-5.8300,2
9,87,2.7800,3
9,89,0.0000,3
9,29,-9.7800,2
9,95,0.0000,3
9,32,0.7900,3
9,54,0.0000,3
9,121,1.6100,3
9,33,0.0000,3
9,42,3.0700,3
9,82,-6.2000,3
9,28,0.0000,2
9,52,0.0000,2
9,40,0.0000,2
9,76,0.0000,3
9,108,5.1000,3
9,31,2.5400,3
9,122,-3.2300,2
9,88,2.9500,3
9,98,-2.3000,3
9,101,8.9200,2
9,92,-3.3900,2
9,59,-2.0500,3
9,58,-1.5700,3
9,94,-3.3500,2
9,17,2.8700,3
9,65,9.1700,3
9,62,-3.3500,3
9,60,-3.8000,3
9,114,-2.7000,3
9,116,10.0000,2
9,53,8.6000,3
9,116,9.7800,3
9,91,5.1000,3
9,68,0.0000,3
9,106,-1.5700,3
9,23,9.5700,2
9,19,-7.3400,3
9,11,3.3500,2
10,8,6.6300,1
10,54,3.5800,1
10,84,7.0500,3
10,21,6.0000,3
10,105,6.2800,3
10,86,2.5800,3
10,9,5.6100,3
10,103,4.2100,3
10,110,5.4100,3
10,130,6.0800,2
10,63,-2.9100,3
10,18,2.2200,3
10,116,0.0000,3
10,85,6.5700,3
10,131,10.0000,2
10,83,5.4700,3
10,104,4.0400,3
10,136,8.2500,2
10,93,4.8200,3
10,107,0.0000,3
10,50,6.7300,3
10,36,1.1600,3
10,135,4.1100,2
10,44,7.6600,3
10,129,2.2200,2
10,33,0.0000,3
10,67,3.5800,3
10,47,5.1400,3
10,134,6.3000,2
10,127,3.9800,3
10,59,1.5400,3
10,126,2.7800,3
10,77,2.8900,3
10,4,1.7100,2
11,8,7.6800,1
11,54,7.1500,1
11,84,7.2000,3
11,21,8.5000,3
11,107,8.0900,3
12,8,-2.7400,1
12,54,2.6600,1
12,84,5.9600,3
12,21,4.7800,3
12,95,8.6000,3
12,36,-2.0500,3
12,51,-8.6000,3
12,105,-2.0900,3
12,35,-7.2200,3
12,86,-3.6800,3
12,74,-3.9200,3
12,136,-3.6800,2
12,110,-3.7200,3
13,8,-7.7300,1
13,54,0.5000,1
13,84,-1.2800,3
13,21,-4.8900,3
13,83,-5.9600,3
13,35,-6.6000,3
13,110,10.0000,3
13,103,2.7700,3
13,14,5.6700,3
13,136,-2.3400,2
13,132,2.3400,2
13,9,4.4700,3
13,78,5.1800,3
14,8,3.5000,1
14,54,8.9400,1
14,107,7.2400,3
14,36,-2.7200,3
14,21,-6.7100,3
15,8,-2.7200,1
15,54,0.8900,1
15,84,-3.0900,3
15,69,0.0000,3
15,34,1.2600,3
16,8,3.6200,1
16,54,4.8000,1
16,69,3.5800,3
17,8,-5.7500,1
83,8,0.0000,1
83,54,2.3600,1
18,8,5.1200,1
18,54,4.6100,1
18,84,0.0000,3
18,69,2.7800,3
18,18,4.3300,3
18,36,7.5000,3
18,50,7.9000,3
18,44,8.9200,3
18,83,5.5900,3
21,8,-1.1300,1
21,54,5.6700,1
21,44,-0.8500,3
21,84,5.6700,3
21,21,1.4200,3
21,69,7.2300,3
21,50,5.6000,3
21,18,5.6700,3
19,8,3.8300,1
19,54,6.8100,1
19,69,6.2200,3
19,18,0.0000,3
20,8,3.6200,1
20,54,10.0000,1
25,8,0.8100,1
25,54,1.1400,1
25,84,0.4700,3
25,105,2.8300,3
22,8,0.0000,1
22,54,0.0000,1
22,84,0.0000,3
22,21,0.0000,3
22,105,0.0000,3
23,8,2.4600,1
23,54,6.6800,1
23,21,5.3100,3
23,107,7.3900,3
24,8,-10.0000,1
24,54,3.6200,1
26,8,7.7200,1
26,54,-4.8400,1
26,84,4.7800,3
26,21,3.3500,3
26,86,4.4100,3
26,105,0.0000,3
26,7,1.5000,3
26,116,5.8500,3
26,48,4.9800,3
26,134,-2.5200,2
26,22,6.3800,3
26,136,-1.4600,2
26,133,4.3900,2
26,91,2.6400,3
26,106,-2.6200,3
27,8,2.6800,1
27,54,3.0100,1
27,104,3.0100,3
27,93,4.5900,3
27,50,7.2800,3
27,18,2.3600,3
27,83,3.5000,3
27,85,5.6500,3
27,44,0.0000,3
28,8,-2.5600,1
28,54,-8.1300,1
29,8,-4.8100,1
29,54,-0.4200,1
29,84,0.0000,3
29,21,-5.1600,3
29,69,2.9900,3
30,48,4.9800,1
34,106,-2.6200,1
36,8,0.0000,1
36,54,-2.9700,1
36,84,-0.8500,3
36,21,-3.0900,3
38,8,-6.5400,1
38,54,-3.7000,1
38,84,1.5900,3
38,21,0.0000,3
38,35,3.3300,3
38,22,-2.8000,3
38,97,-1.9900,3
38,68,5.5300,3
38,99,0.0000,3
38,39,0.0000,3
38,136,0.0000,2
37,8,-7.1500,1
37,54,10.0000,1
37,107,10.0000,3
37,36,10.0000,3
37,51,10.0000,3
37,95,9.5900,3
37,112,0.0000,3
39,8,8.6400,1
39,54,8.9200,1
39,107,0.0000,3
39,84,-7.1100,3
39,105,7.4800,3
39,86,-9.0700,3
39,35,6.4200,3
39,105,7.4000,3
40,91,2.6400,1
41,105,0.0000,1
45,8,-4.1900,1
45,54,1.7100,1
45,84,5.7300,3
45,21,4.8400,3
45,69,10.0000,3
45,50,6.3400,3
45,83,10.0000,3
45,36,5.4100,3
45,104,6.1400,3
45,93,-3.6600,3
45,51,-2.4400,3
45,136,-7.2800,2
45,45,7.0700,3
45,107,-10.0000,3
45,105,5.4500,3
45,86,-5.7700,3
45,22,2.5200,3
45,35,6.7900,3
45,97,-5.0400,3
46,8,-4.1300,1
46,54,4.4900,1
46,83,6.5700,3
46,16,3.5500,3
46,50,0.9800,3
46,44,8.3300,3
47,8,-3.7000,1
47,54,3.2900,1
47,84,6.2400,3
47,21,-9.5500,3
47,83,3.7000,3
48,8,3.9000,1
48,54,-5.3900,1
48,21,-3.6900,3
48,105,5.4600,3
48,86,3.4000,3
49,8,3.0100,1
49,54,5.6900,1
49,69,1.2800,3
49,84,-1.3800,3
49,18,3.7800,3
49,36,3.9200,3
49,50,5.3000,3
49,44,2.5200,3
49,132,-1.9100,2
49,105,2.5400,3
49,86,4.3500,3
49,129,2.9700,2
49,83,0.9300,3
49,34,4.3900,3
49,107,-5.2600,3
49,134,1.7500,2
49,35,2.4000,3
49,136,1.0600,2
49,133,1.7500,2
49,116,-1.9100,3
49,130,5.8900,2
49,135,3.6200,2
49,21,2.8000,3
49,110,-3.2900,3
49,127,3.0100,3
49,13,-2.5600,2
49,59,2.9700,3
49,131,0.3300,2
49,42,-3.4100,2
49,76,3.2100,3
49,15,6.5900,3
49,91,1.7100,2
49,123,0.5700,3
49,64,1.4200,3
49,72,-1.4600,3
49,7,-1.3000,2
49,71,-1.1800,3
49,97,-0.3700,3
49,55,-1.3400,2
49,3,-5.7700,2
49,85,2.7000,3
49,103,0.9300,3
49,88,0.8500,3
49,63,-1.1000,2
49,104,3.0500,3
49,93,0.4500,3
49,102,-2.2400,2
49,51,2.1500,3
49,48,0.6100,3
49,73,2.2000,2
49,45,2.3600,3
49,128,1.2200,3
49,32,2.1700,3
49,37,0.0000,3
49,16,1.3400,3
49,126,0.4300,3
49,95,1.3000,3
49,112,1.7500,3
49,77,1.5000,3
49,82,-1.5900,2
49,73,-2.3800,3
49,87,3.5800,2
49,33,0.0000,3
49,57,-5.8900,3
49,101,3.2500,2
49,99,-10.0000,3
49,47,-10.0000,3
49,117,0.0000,3
49,52,-5.7300,2
49,24,3.1700,2
49,124,10.0000,3
49,49,10.0000,3
49,55,-10.0000,3
49,11,-10.0000,2
49,56,3.0500,3
49,1,-10.0000,2
49,46,-10.0000,3
103,8,-4.5900,1
103,54,2.9700,1
103,84,2.8500,3
103,21,1.7900,3
103,83,0.0000,3
50,8,1.9500,1
50,54,4.7200,1
50,69,5.4300,3
50,18,-2.2800,3
50,21,4.1900,3
50,84,5.0400,3
50,44,5.5300,3
51,8,2.8000,1
53,8,-6.7700,1
53,54,-6.8900,1
54,8,0.0000,1
54,54,4.1700,1
54,69,-2.7400,3
55,8,1.8300,1
55,54,1.2200,1
55,84,5.5700,3
55,21,-5.5700,3
55,105,4.8400,3
55,86,6.4200,3
55,36,-5.1600,3
55,35,3.4100,3
55,22,-7.0300,3
55,76,4.7600,3
55,131,10.0000,2
55,129,-6.3400,2
55,15,10.0000,3
55,130,2.9700,2
55,132,5.1600,2
55,136,10.0000,2
55,134,-5.9300,2
55,71,4.3500,3
55,133,4.5500,2
55,2,3.6200,2
55,74,5.8900,3
55,113,4.5500,3
55,64,9.0700,3
55,79,5.0000,3
55,135,3.0900,2
55,122,-4.1100,3
55,127,8.6600,3
55,59,4.8800,3
56,8,0.0000,1
56,54,0.4500,1
57,8,7.6600,1
57,8,6.7300,1
57,8,5.1000,3
57,84,7.0900,3
57,21,6.9700,3
57,105,1.2600,3
57,54,3.1900,3
57,35,4.2100,3
57,107,4.6300,3
57,136,2.4600,2
57,116,0.0000,3
57,135,2.7000,2
57,9,0.0000,3
57,132,4.4900,2
57,86,7.9100,3
57,131,3.4800,2
57,36,-0.6900,3
57,129,0.0000,2
57,76,3.0300,3
57,133,5.7500,2
57,127,9.0400,3
57,123,-2.5800,3
57,103,8.1100,3
57,110,3.5200,3
57,63,-3.6400,3
57,48,4.4500,3
57,39,0.0000,3
57,13,0.0000,3
57,130,0.0000,2
57,69,6.2600,3
57,59,-2.5800,3
57,18,0.0000,3
57,42,3.8000,3
57,134,0.0000,2
57,32,0.0000,2
57,62,0.0000,3
57,97,0.0000,3
57,14,0.0000,3
57,7,4.5700,3
57,15,5.0200,3
57,81,6.2400,3
57,17,2.9100,3
57,75,4.6500,3
57,53,1.3600,3
57,6,0.0000,3
57,20,0.8700,3
57,72,0.0000,3
57,119,-4.7400,2
57,4,5.7500,2
57,85,7.6400,3
57,95,0.0000,3
57,104,3.0700,3
57,12,0.0000,2
57,83,6.0000,3
57,50,0.0000,3
57,34,5.6300,3
57,51,0.0000,3
57,126,6.0600,3
57,112,0.0000,3
57,40,0.0000,2
57,44,1.6900,3
57,55,1.2400,2
57,100,2.2600,2
57,67,7.0100,2
57,89,-6.0800,2
57,67,7.4600,3
57,78,3.0100,3
57,120,5.9800,3
57,61,4.7800,3
57,66,-5.0600,3
57,94,1.7900,3
57,91,1.8100,3
57,22,4.6100,3
57,52,4.4900,2
57,106,5.7300,3
57,99,-4.0900,3
57,124,4.0200,2
57,64,3.7200,3
57,25,-3.1900,3
57,68,7.5400,3
57,125,7.0100,3
57,88,3.4300,3
57,58,7.7000,2
57,79,4.5300,3
57,70,5.5900,3
57,92,0.0000,2
57,71,0.0000,3
57,113,3.3500,3
57,115,6.5700,3
57,52,-2.7400,3
57,58,5.5900,3
57,117,5.4700,3
57,30,4.1300,3
57,101,0.0000,2
57,74,0.0000,3
57,82,0.0000,2
57,92,2.7800,3
57,93,9.5900,2
57,122,0.0000,3
57,111,6.8100,3
57,108,7.4600,3
57,26,3.9600,3
57,23,7.6600,2
57,31,5.1800,3
57,96,8.9200,2
57,47,-3.9600,2
132,8,-8.1700,1
132,54,5.0400,1
132,21,5.6900,3
132,84,4.7600,3
132,107,6.3800,3
132,36,-5.6500,3
132,35,10.0000,3
58,8,6.3000,1
58,54,6.1800,1
58,18,9.3100,3
58,85,6.8300,3
58,83,4.4300,3
58,104,2.8500,3
58,93,10.0000,3
58,107,-1.3400,3
58,84,6.7500,3
58,21,5.1200,3
58,105,4.5100,3
58,136,-4.9200,2
58,86,5.6900,3
58,50,3.4600,3
58,9,-5.5300,3
58,116,-3.2900,3
58,36,3.5000,3
58,44,2.7200,3
58,33,5.2800,3
58,127,2.7200,3
58,59,6.0600,3
58,94,5.4900,3
58,96,3.5400,3
58,15,6.3800,3
58,79,6.3000,3
58,76,4.4700,3
58,64,0.0000,3
58,123,-3.2500,3
58,129,-3.3300,2
58,71,5.3700,3
58,126,3.7400,3
58,77,5.7300,3
58,95,5.6100,3
58,34,3.5400,3
58,32,9.1500,3
58,37,-3.0900,3
58,128,5.7300,3
58,73,5.6100,3
58,89,0.0000,3
58,90,10.0000,3
58,54,0.0000,3
58,132,0.0000,2
58,87,3.4100,3
58,112,4.8400,3
59,8,0.0000,1
60,8,2.0100,1
61,8,5.0800,1
61,54,3.7400,1
61,84,7.8900,3
63,8,6.7400,1
63,54,6.1000,1
63,18,6.9500,3
65,8,-7.7300,1
65,54,5.6700,1
65,21,5.7400,3
66,8,-7.6900,1
66,54,-4.5600,1
66,84,-6.6300,3
66,35,-6.1400,3
66,21,-8.6600,3
66,36,-9.4300,3
66,105,-6.3000,3
66,24,-6.1800,3
66,22,-7.8500,3
66,110,-4.6800,3
66,86,-8.1300,3
66,43,-7.3200,3
66,133,-5.7400,2
66,31,-9.8400,2
66,3,-9.6000,3
66,61,-5.6500,3
66,2,-6.7900,3
67,8,0.0000,1
67,54,4.8000,1
67,69,4.2500,3
68,8,3.3100,1
68,54,0.0000,1
68,84,10.0000,3
68,21,-10.0000,3
68,44,0.0000,3
68,116,9.4100,3
68,35,0.0000,3
68,22,0.0000,3
68,99,0.0000,3
68,125,0.0000,2
68,132,3.3500,2
68,48,0.0000,3
68,133,0.0000,2
68,97,0.0000,3
68,105,0.0000,3
68,85,0.0000,3
68,136,0.0000,2
68,86,0.0000,3
68,93,0.0000,3
68,110,0.0000,3
68,129,0.0000,2
70,8,5.2200,1
70,54,7.3400,1
70,84,7.7000,3
70,21,-3.1500,3
70,107,-5.4700,3
70,107,-8.7200,3
70,105,8.5200,3
70,105,0.0000,3
70,105,0.0000,3
70,105,10.0000,3
70,105,-10.0000,3
69,8,-3.1100,1
69,54,-7.2700,1
69,21,-2.4200,3
69,84,-6.4600,3
69,105,3.9800,3
69,86,2.6700,3
69,116,1.6800,3
69,22,0.0000,3
69,97,2.3600,3
69,69,-6.7100,2
69,91,0.0000,3
69,35,-2.6700,3
69,48,2.7300,3
69,99,6.6500,3
69,39,0.0000,3
69,68,-5.2800,3
69,130,2.2400,2
69,73,2.4200,2
69,106,-2.6700,3
71,8,-3.6600,1
71,54,0.3700,1
71,84,3.2900,3
71,21,2.4800,3
71,69,-2.8900,3
73,8,-8.1900,1
73,54,8.4800,1
73,21,-5.6700,3
73,107,-8.1900,3
73,35,8.4800,3
73,97,8.1500,3
73,97,7.7800,3
74,8,-6.2000,1
74,54,10.0000,1
74,36,4.0400,3
74,36,0.0000,3
74,36,10.0000,3
75,8,-3.7400,1
75,54,-3.9800,1
76,8,0.0000,1
77,8,-6.2200,1
77,54,3.9400,1
77,84,-4.5300,3
77,83,2.8500,3
77,16,-9.9800,3
77,35,-5.1600,3
77,105,0.0000,3
77,86,-5.9600,3
77,108,-2.1500,2
77,21,3.4100,3
77,110,0.0000,3
77,14,4.6700,3
77,9,-8.7800,3
77,22,-4.6700,3
78,8,0.4500,1
78,54,3.6200,1
78,21,3.3100,3
78,84,4.7400,3
78,69,-1.0400,3
78,105,-2.3400,3
78,35,1.0000,3
78,18,0.9100,3
78,22,7.8500,3
78,133,-7.7600,2
78,131,-3.9800,2
78,97,4.4100,3
78,75,-8.7800,2
78,134,-1.7100,2
78,48,3.2700,3
78,116,4.9200,3
78,99,2.0700,3
78,136,-9.8000,2
78,135,3.2900,2
78,106,2.5000,3
78,39,-5.2600,3
78,110,-3.7000,3
78,44,-5.3000,3
78,64,-5.7300,3
78,86,4.0000,3
78,68,0.0000,3
78,9,1.7500,3
78,91,2.8500,3
78,47,-6.9700,3
78,130,2.5000,2
78,83,-4.2100,3
78,15,-6.7300,3
78,7,-6.5900,3
78,3,-4.9600,3
78,2,-6.5900,3
78,23,-3.8600,3
78,132,-5.2800,2
78,129,-5.6700,2
78,103,6.1200,2
78,14,2.2000,3
78,67,0.0000,3
78,16,4.0400,2
78,78,3.7600,3
78,61,7.0300,3
78,63,-4.9800,3
79,8,3.4300,1
79,54,6.1600,1
79,69,2.4000,3
79,18,0.6900,3
79,84,0.7700,3
79,105,0.0800,3
79,36,-1.1000,3
79,21,0.3700,3
79,35,-0.7300,3
79,86,1.4200,3
79,110,0.5900,3
79,116,5.5100,3
79,22,0.8300,3
79,136,0.0200,2
79,130,0.6500,2
79,135,-0.5500,2
79,97,0.7500,3
79,131,2.1700,2
79,133,0.3000,2
79,129,0.3700,2
79,50,1.5000,3
79,127,3.3100,3
79,59,1.4000,3
79,76,3.6800,3
79,134,0.2200,2
79,15,2.9500,3
79,123,1.9100,3
79,64,4.1300,3
79,72,2.0700,3
79,71,0.4500,3
79,88,0.5100,3
79,85,2.1500,2
79,103,6.9900,3
79,2,0.3500,2
79,9,1.1600,3
79,47,1.7900,3
79,132,-0.7100,2
79,63,0.2800,3
79,14,0.5100,3
79,67,-0.1800,3
79,48,1.5000,3
79,117,0.5900,3
79,99,-0.2600,3
79,46,-0.1400,2
79,68,-0.2600,3
79,30,1.6500,3
79,53,-0.5900,3
79,83,0.9100,3
84,8,-9.9400,1
84,54,5.0200,1
84,21,7.3800,3
84,84,-6.8900,3
84,107,-9.4900,3
84,35,5.5500,3
84,97,9.6500,3
84,22,-8.0700,3
84,105,9.6500,3
84,86,-7.7400,3
84,106,-8.0700,3
84,110,7.9900,3
84,103,7.5800,3
84,131,-7.0500,2
84,9,-9.2900,3
84,47,-9.4100,3
84,51,-9.8600,2
84,76,0.0000,3
84,127,4.5700,3
84,123,0.0000,3
84,96,8.8800,3
84,129,2.3000,2
84,88,0.0000,3
84,24,-5.1000,3
81,8,1.3900,1
81,54,3.7100,1
81,21,1.0400,3
81,69,2.5200,3
81,18,0.0900,3
81,84,0.0000,3
81,105,0.0000,3
81,44,1.1600,3
81,35,-0.9200,3
81,83,1.6900,3
80,8,5.4100,1
80,54,1.8700,1
80,84,1.1600,3
80,105,0.9600,3
80,21,1.5000,3
80,36,0.6300,3
80,86,1.7300,3
80,35,1.9100,3
80,116,1.4600,3
80,93,1.3600,3
80,131,2.8000,2
80,97,3.8200,3
80,135,1.3400,2
80,22,2.5600,3
80,48,0.9300,3
80,91,1.2600,3
80,99,1.4200,3
80,68,1.5400,3
80,18,0.0000,3
80,129,0.0000,2
80,39,1.7900,3
80,106,0.0000,3
80,76,0.0000,3
80,50,1.0400,3
80,110,1.1400,3
80,103,-0.7700,3
80,74,2.3200,3
80,15,0.0000,3
80,59,0.0000,3
80,107,0.7100,3
80,130,0.5500,2
80,67,0.0000,3
80,104,2.5200,3
80,83,0.5300,3
80,85,1.1200,3
80,132,0.0000,2
82,8,6.5400,1
82,54,5.8900,1
82,18,1.3600,3
82,84,3.4300,3
82,105,-0.7900,3
82,21,-5.2200,3
82,9,1.1800,3
82,85,-2.9900,3
82,116,7.6400,3
82,35,-7.4200,3
82,103,-4.7800,3
82,136,-9.4300,2
82,86,-6.0400,3
82,134,-8.7800,2
82,127,-4.1500,3
82,7,-6.5900,3
82,133,-6.2200,2
82,83,-5.5100,3
82,48,-6.2800,3
82,6,-4.8000,3
82,110,-7.5200,3
82,59,3.9600,3
82,43,-4.4900,2
82,94,-7.0700,3
82,27,-8.8000,3
82,3,-8.3900,3
82,132,-6.4400,2
82,2,-6.4400,3
82,104,-4.8400,3
82,5,3.5600,3
82,22,-4.2300,3
82,131,-6.4400,2
82,129,4.2700,2
82,130,-5.5300,2
181,8,0.0000,1
181,54,3.7400,1
181,21,2.4000,3
181,69,1.1000,3
181,84,2.4400,3
181,18,1.9900,3
181,105,2.2400,3
85,8,1.7600,1
85,54,5.9600,1
86,8,2.6400,1
86,54,10.0000,1
86,107,10.0000,3
87,8,1.4600,1
87,54,1.5900,1
87,84,1.5900,3
87,21,-2.5600,3
87,105,0.0000,3
87,36,2.2000,3
87,107,2.4400,3
87,37,-5.3300,3
87,86,-2.7200,3
87,35,1.6700,3
87,99,-1.4600,3
87,97,-0.6900,3
87,131,0.0000,2
87,50,-2.9300,3
87,44,1.1400,2
95,8,-5.8500,1
95,54,6.8500,1
95,21,2.4000,3
95,36,4.0100,3
95,107,4.3600,3
95,87,1.6900,3
95,84,-4.8400,3
95,44,3.7700,3
95,111,-0.1500,2
95,51,-9.2300,3
89,8,-1.5000,1
89,54,3.1300,1
92,8,-6.1000,1
90,8,-2.7000,1
90,54,-2.8400,1
90,21,2.2000,3
90,84,-4.0400,3
90,35,-4.9600,3
90,34,-2.8400,3
90,7,-3.6200,3
90,108,-4.6800,3
93,8,3.0700,1
93,54,7.8300,1
93,107,3.0300,3
93,21,7.1300,3
93,84,5.9600,3
93,36,7.6200,3
93,69,5.8700,3
93,87,0.9600,3
93,105,6.9700,3
93,86,-0.4700,3
93,85,-0.5900,3
93,135,-1.2800,2
93,35,0.9100,3
93,110,-1.2000,3
93,22,0.4300,3
93,127,-2.9500,3
93,131,0.7900,2
93,50,1.1600,3
93,97,3.9200,3
93,9,1.8100,3
93,18,0.5900,3
93,48,2.0100,3
93,133,-2.7000,2
93,103,5.1000,3
93,47,4.0900,3
93,14,1.6500,3
93,42,1.7300,3
93,129,-6.4000,2
93,76,-2.5000,3
93,62,0.0000,3
93,39,1.4800,3
93,63,2.8300,3
93,67,2.2200,3
93,130,4.6500,2
93,78,2.0100,3
96,8,1.9700,1
96,54,3.1700,1
96,104,3.6300,3
96,93,8.6000,3
96,50,3.6500,3
96,18,4.5500,3
99,8,-4.9800,1
99,54,1.8100,1
99,84,3.5600,3
99,21,-2.3400,3
99,69,4.4900,3
99,50,6.3600,3
99,83,5.9100,3
99,36,2.0900,3
99,104,-4.0400,3
99,132,3.0700,2
99,93,2.3000,3
99,51,0.5100,3
99,45,7.8700,3
99,107,1.3200,3
99,34,6.9700,3
100,8,0.0000,1
100,54,7.4400,1
101,8,7.5900,1
101,54,-7.9800,1
101,84,6.9400,3
101,21,-7.4000,3
101,86,-5.6400,3
101,7,-7.7500,3
101,116,8.3400,3
102,8,-6.5400,1
102,54,1.2200,1
104,8,8.4100,1
104,54,7.0300,1
104,84,7.3600,3
105,8,-4.4300,1
105,54,4.2300,1
105,83,1.5400,3
105,84,2.8000,3
105,21,0.0000,3
106,8,7.9300,1
106,54,-7.7600,1
106,84,7.4400,3
106,21,0.0000,3
106,86,-7.6800,3
106,7,10.0000,3
106,116,4.5900,3
106,48,-6.0600,3
106,74,0.0000,3
106,15,-7.3600,3
106,22,6.7900,3
106,91,-7.6000,3
106,106,8.2100,3
111,8,6.8800,1
111,54,5.7400,1
111,84,-7.0900,3
111,18,10.0000,3
111,85,-6.1700,3
111,105,0.0000,3
111,9,8.3000,3
111,103,-7.8000,3
111,116,-6.5200,3
111,86,6.3100,3
111,83,0.0000,3
111,127,-8.3700,3
111,136,8.0100,2
111,104,-4.8200,3
111,110,6.3100,3
111,63,0.0000,3
111,7,7.8700,3
111,21,8.0100,3
107,8,-4.4700,1
107,54,8.0100,1
107,36,6.6900,3
107,107,8.9000,3
107,87,9.1100,3
107,44,9.4800,3
107,51,-2.4200,3
107,126,9.5000,3
107,95,8.3400,3
107,135,8.4500,2
107,130,-5.1600,2
107,85,5.2200,3
107,134,1.7000,2
107,102,-9.6300,2
107,104,5.9000,3
107,129,8.9000,2
107,136,5.4700,2
107,112,6.7700,3
107,13,-3.6400,2
107,83,6.8500,3
107,16,6.3100,3
107,50,8.7200,3
107,69,6.5000,3
107,133,7.2500,2
107,131,-4.2700,2
107,132,-4.1200,2
107,37,4.5500,3
107,18,2.6700,3
107,34,4.6600,3
107,62,-10.0000,2
107,93,5.0700,3
107,21,4.8200,3
107,45,5.9000,2
107,84,5.5900,3
107,122,-8.9400,2
107,73,4.1200,3
107,1,-5.7600,2
107,106,3.7700,2
107,77,4.0400,3
107,82,-8.3400,2
107,45,1.3900,3
107,128,4.3500,3
107,90,3.7900,3
107,22,1.7800,3
107,118,2.3600,2
107,99,2.1700,2
107,80,-6.1500,2
107,105,9.6900,3
107,86,2.9800,3
